,Attrition,Department,JobLevel,JobRole,MonthlyIncome,PercentSalaryHike,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Salary
1989,Yes,Research & Development,1,Manager,57750,18,1,1,3.0,1.0,2.0,3,3,medium
1990,No,Sales,3,Healthcare Representative,89430,12,16,1,4.0,1.0,3.0,3,3,medium
1991,Yes,Sales,2,Research Scientist,192720,20,10,2,1.0,3.0,4.0,3,4,high
1992,Yes,Research & Development,4,Laboratory Technician,52380,17,10,1,2.0,1.0,2.0,2,3,medium
1993,No,Research & Development,2,Sales Executive,46820,11,5,1,1.0,1.0,3.0,1,3,low
1994,No,Research & Development,1,Sales Executive,183000,14,6,0,3.0,1.0,2.0,3,3,high
1995,No,Sales,1,Research Director,52570,14,10,0,2.0,3.0,3.0,4,3,medium
1996,No,Research & Development,1,Sales Executive,63490,11,19,1,3.0,3.0,2.0,3,3,medium
1997,No,Sales,1,Sales Executive,48690,12,11,11,1.0,4.0,3.0,3,3,low
1998,No,Sales,2,Laboratory Technician,99850,14,3,1,1.0,3.0,3.0,2,3,medium
1999,No,Research & Development,3,Laboratory Technician,36970,13,3,1,4.0,2.0,3.0,3,3,low
2000,No,Research & Development,2,Healthcare Representative,74570,11,8,1,3.0,3.0,4.0,4,3,medium
2001,Yes,Research & Development,2,Sales Executive,21190,15,20,3,2.0,1.0,3.0,3,3,low
2002,No,Sales,4,Sales Executive,39830,12,3,1,4.0,4.0,3.0,3,3,low
2003,Yes,Sales,3,Sales Representative,61180,21,8,4,4.0,1.0,3.0,2,4,medium
2004,Yes,Research & Development,1,Sales Executive,62140,19,13,3,1.0,3.0,3.0,3,3,medium
2005,No,Human Resources,2,Research Scientist,63470,15,4,2,1.0,3.0,2.0,3,3,medium
2006,No,Sales,1,Research Scientist,115100,14,6,0,1.0,4.0,2.0,3,3,high
2007,No,Research & Development,4,Sales Executive,71430,21,1,0,4.0,4.0,3.0,2,4,medium
2008,Yes,Human Resources,2,Research Scientist,82680,12,7,5,4.0,4.0,4.0,2,3,medium
2009,Yes,Sales,2,Sales Executive,80950,15,1,0,1.0,3.0,2.0,4,3,medium
2010,Yes,Research & Development,4,Manufacturing Director,29040,13,2,2,1.0,2.0,3.0,3,3,low
2011,No,Research & Development,4,Research Scientist,60320,14,22,13,4.0,1.0,3.0,2,3,medium
2012,Yes,Research & Development,2,Manager,29760,14,1,0,1.0,2.0,3.0,3,3,low
2013,Yes,Research & Development,2,Research Scientist,159920,14,0,0,4.0,3.0,3.0,3,3,high
2014,No,Sales,2,Research Scientist,46490,12,3,0,4.0,2.0,3.0,2,3,low
2015,No,Sales,2,Research Director,26960,23,0,0,3.0,4.0,3.0,3,4,low
2016,No,Sales,2,Sales Executive,23700,11,5,2,1.0,4.0,2.7614364135407135,3,3,low
2017,No,Research & Development,2,Human Resources,125040,12,15,4,2.0,3.0,3.0,3,3,high
2018,No,Sales,1,Sales Executive,59740,18,8,4,2.0,2.0,3.0,3,3,medium
2019,No,Research & Development,1,Research Scientist,47360,11,8,2,3.0,3.0,3.0,2,3,low
2020,No,Research & Development,4,Research Scientist,52960,14,7,1,3.0,4.0,3.0,4,3,medium
2021,No,Human Resources,4,Laboratory Technician,67810,15,9,1,4.0,2.0,2.0,3,3,medium
2022,No,Research & Development,3,Sales Executive,21740,11,12,4,1.0,3.0,3.0,3,3,low
2023,No,Research & Development,1,Sales Executive,66530,20,1,0,4.0,2.0,3.0,3,4,medium
2024,No,Research & Development,2,Laboratory Technician,96990,19,8,0,3.0,1.0,3.0,3,3,medium
2025,Yes,Sales,2,Healthcare Representative,67550,14,18,11,1.0,4.0,3.0,3,3,medium
2026,No,Research & Development,1,Healthcare Representative,22130,17,20,4,3.0,3.0,4.0,3,3,low
2027,No,Research & Development,1,Research Scientist,26100,11,2,2,4.0,2.0,4.0,2,3,low
2028,No,Research & Development,1,Laboratory Technician,28510,15,5,0,3.0,2.0,2.0,3,3,low
2029,No,Research & Development,3,Sales Representative,34520,13,11,0,1.0,4.0,3.0,4,3,low
2030,No,Research & Development,1,Sales Executive,52580,14,2,2,3.0,4.0,3.0,3,3,medium
2031,No,Sales,1,Sales Executive,93550,11,5,0,1.0,2.0,1.0,3,3,medium
2032,No,Research & Development,1,Manufacturing Director,104960,13,5,0,4.0,4.0,3.0,3,3,high
2033,No,Sales,1,Sales Executive,63800,23,9,2,4.0,2.0,3.0,2,4,medium
2034,No,Sales,2,Sales Executive,26570,13,3,0,4.0,3.0,2.0,2,3,low
2035,No,Research & Development,3,Research Scientist,27160,18,7,1,4.0,2.0,2.0,1,3,low
2036,No,Sales,1,Healthcare Representative,22010,12,1,0,2.0,4.0,3.0,4,3,low
2037,No,Sales,2,Healthcare Representative,65400,22,10,1,2.0,4.0,2.0,1,4,medium
2038,No,Research & Development,1,Human Resources,38160,13,7,5,3.0,3.0,4.0,2,3,low
2039,No,Sales,1,Manager,52530,15,3,0,3.0,3.0,3.0,3,3,medium
2040,Yes,Research & Development,3,Laboratory Technician,109650,18,0,0,3.0,3.0,3.0,4,3,high
2041,Yes,Research & Development,1,Sales Executive,49360,14,5,0,1.0,1.0,3.0,2,3,low
2042,No,Research & Development,2,Research Scientist,25430,12,1,0,2.0,4.0,3.0,3,3,low
2043,Yes,Sales,1,Research Director,53040,17,2,2,3.0,3.0,2.0,4,3,medium
2044,No,Research & Development,3,Manufacturing Director,166590,16,6,1,3.0,4.0,3.0,3,3,high
2045,No,Research & Development,1,Healthcare Representative,42600,11,4,2,4.0,3.0,3.0,3,3,low
2046,No,Sales,2,Laboratory Technician,24760,19,6,1,2.0,3.0,2.0,3,3,low
2047,No,Research & Development,3,Laboratory Technician,31020,13,5,1,3.0,3.0,1.0,2,3,low
2048,Yes,Research & Development,1,Sales Executive,22440,12,11,3,4.0,1.0,1.0,1,3,low
2049,No,Research & Development,4,Human Resources,75960,11,18,2,2.0,3.0,2.0,1,3,medium
2050,Yes,Sales,1,Laboratory Technician,22850,16,21,13,3.0,1.0,2.0,1,3,low
2051,No,Research & Development,4,Laboratory Technician,30340,21,6,1,2.0,1.0,4.0,2,4,low
2052,No,Research & Development,1,Healthcare Representative,57150,24,8,1,4.0,3.0,3.0,3,4,medium
2053,No,Sales,1,Laboratory Technician,25760,17,4,1,4.0,2.0,3.0,3,3,low
2054,Yes,Research & Development,2,Sales Executive,41970,13,1,0,3.0,4.0,2.0,1,3,low
2055,No,Research & Development,2,Sales Representative,143360,21,8,0,1.0,4.0,3.0,3,4,high
2056,No,Research & Development,1,Manufacturing Director,34480,11,10,1,3.0,3.0,3.0,3,3,low
2057,No,Research & Development,2,Research Scientist,194060,20,1,0,3.0,4.0,1.0,3,4,high
2058,No,Research & Development,2,Research Scientist,65380,16,7,6,3.0,2.0,4.0,3,3,medium
2059,No,Research & Development,1,Research Director,43060,11,13,4,4.0,1.0,3.0,3,3,low
2060,No,Research & Development,2,Laboratory Technician,22580,11,2,2,4.0,4.0,4.0,3,3,low
2061,Yes,Sales,3,Research Scientist,45220,15,4,1,1.0,3.0,2.0,3,3,low
2062,No,Research & Development,2,Research Scientist,44870,11,1,0,3.0,1.0,3.0,2,3,low
2063,No,Research & Development,2,Healthcare Representative,44490,15,5,4,4.0,1.0,3.0,1,3,low
2064,No,Research & Development,1,Laboratory Technician,22180,24,10,0,2.0,4.0,3.0,3,4,low
2065,No,Research & Development,2,Laboratory Technician,191970,12,1,0,3.0,1.0,3.0,3,3,high
2066,No,Research & Development,2,Sales Representative,132120,13,3,0,1.0,3.0,2.0,3,3,high
2067,No,Research & Development,3,Research Scientist,65770,13,14,3,4.0,4.0,2.0,1,3,medium
2068,No,Research & Development,5,Research Director,83920,17,2,1,1.0,3.0,2.0,3,3,medium
2069,Yes,Human Resources,3,Sales Executive,45580,13,6,0,3.0,3.0,3.0,1,3,low
2070,No,Research & Development,1,Research Director,40310,12,7,4,4.0,3.0,3.0,2,3,low
2071,No,Research & Development,1,Sales Executive,79690,14,5,1,2.0,4.0,2.0,3,3,medium
2072,Yes,Research & Development,1,Sales Representative,26540,24,0,0,3.0,4.0,3.0,2,4,low
2073,No,Research & Development,2,Research Scientist,165550,14,26,15,3.0,1.0,3.0,3,3,high
2074,No,Research & Development,1,Sales Representative,45560,13,0,0,4.0,3.0,3.0,3,3,low
2075,No,Research & Development,1,Manager,60910,15,5,1,2.0,3.0,3.0,1,3,medium
2076,Yes,Research & Development,2,Sales Representative,195660,16,1,0,1.0,1.0,1.0,4,3,high
2077,No,Sales,3,Sales Executive,48100,18,4,0,3.0,1.0,3.0,2,3,low
2078,No,Sales,1,Manufacturing Director,45230,16,0,0,2.0,2.0,3.0,4,3,low
2079,No,Research & Development,2,Healthcare Representative,32020,24,2,2,4.0,1.0,2.7614364135407135,3,4,low
2080,No,Research & Development,2,Research Scientist,23510,16,6,3,4.0,1.0,3.0,3,3,low
2081,No,Research & Development,3,Manager,17020,21,4,0,4.0,2.0,3.0,3,4,low
2082,No,Sales,1,Laboratory Technician,180410,20,7,1,3.0,1.0,3.0,2,4,high
2083,Yes,Human Resources,3,Manufacturing Director,28860,19,1,0,4.0,2.0,1.0,3,3,low
2084,No,Research & Development,1,Sales Executive,20970,14,10,0,2.0,3.0,2.0,2,3,low
2085,No,Research & Development,2,Sales Executive,119350,11,7,1,3.0,3.0,3.0,4,3,high
2086,No,Sales,1,Sales Executive,25460,14,10,8,3.0,3.0,2.0,3,3,low
2087,No,Research & Development,2,Research Scientist,25640,12,20,13,4.0,4.0,3.0,1,3,low
2088,No,Research & Development,1,Human Resources,84120,13,2,2,3.0,4.0,3.0,2,3,medium
2089,No,Sales,1,Sales Executive,141180,22,6,1,4.0,4.0,2.0,3,4,high
2090,No,Research & Development,5,Sales Executive,170460,11,4,0,4.0,1.0,4.0,2,3,high
2091,No,Sales,2,Sales Executive,25640,14,11,1,2.0,4.0,3.0,3,3,low
2092,No,Sales,1,Sales Executive,102660,11,2,2,3.0,2.0,3.0,3,3,high
2093,No,Research & Development,2,Research Scientist,50700,12,8,0,4.0,3.0,3.0,3,3,medium
2094,No,Sales,4,Healthcare Representative,178610,18,7,7,3.0,1.0,3.0,2,3,high
2095,No,Sales,1,Research Scientist,42300,12,14,4,1.0,4.0,3.0,3,3,low
2096,No,Research & Development,2,Research Scientist,37800,12,5,1,2.0,2.0,4.0,1,3,low
2097,No,Research & Development,1,Laboratory Technician,27680,22,4,1,3.0,4.0,3.0,3,4,low
2098,No,Sales,1,Research Scientist,90710,19,11,5,4.0,2.0,3.0,2,3,medium
2099,No,Human Resources,1,Sales Executive,106480,13,1,0,1.0,1.0,3.0,3,3,high
2100,No,Research & Development,2,Sales Executive,136100,22,13,4,3.0,4.0,2.0,2,4,high
2101,No,Research & Development,3,Manufacturing Director,34080,24,9,6,1.0,1.0,2.0,3,4,low
2102,No,Research & Development,2,Sales Representative,29830,14,5,1,4.0,3.0,1.0,2,3,low
2103,No,Human Resources,5,Laboratory Technician,76320,21,10,7,1.0,4.0,3.0,3,4,medium
2104,Yes,Sales,3,Healthcare Representative,98240,18,1,0,1.0,2.0,4.0,3,3,medium
2105,No,Research & Development,1,Manufacturing Director,99500,20,3,1,1.0,4.0,3.0,3,4,medium
2106,No,Research & Development,2,Sales Executive,20930,19,10,0,4.0,4.0,3.0,3,3,low
2107,No,Research & Development,2,Laboratory Technician,99800,12,6,0,3.0,1.0,2.0,3,3,medium
2108,No,Sales,1,Sales Executive,38940,12,10,1,3.0,1.0,3.0,4,3,low
2109,No,Research & Development,1,Research Scientist,40510,16,6,0,3.0,4.0,3.0,3,3,low
2110,No,Research & Development,3,Laboratory Technician,168350,17,8,0,3.0,4.0,3.0,3,3,high
2111,No,Sales,2,Research Scientist,62300,14,1,0,1.0,3.0,4.0,2,3,medium
2112,No,Sales,1,Laboratory Technician,47170,19,11,0,3.0,2.0,2.0,3,3,low
2113,No,Research & Development,2,Laboratory Technician,132370,13,1,0,4.0,2.0,2.0,4,3,high
2114,No,Research & Development,2,Laboratory Technician,37550,19,5,0,1.0,3.0,3.0,3,3,low
2115,No,Sales,1,Laboratory Technician,65820,19,6,1,3.0,4.0,3.0,3,3,medium
2116,No,Sales,2,Manufacturing Director,74060,14,1,0,4.0,4.0,4.0,3,3,medium
2117,No,Research & Development,2,Healthcare Representative,48050,16,7,1,4.0,4.0,2.0,3,3,low
2118,No,Sales,2,Laboratory Technician,27410,15,1,0,3.0,3.0,2.0,3,3,low
2119,No,Research & Development,1,Laboratory Technician,42620,18,22,3,2.0,2.0,3.0,3,3,low
2120,No,Research & Development,2,Research Scientist,161840,13,9,0,4.0,3.0,3.0,4,3,high
2121,No,Sales,3,Laboratory Technician,115570,22,1,0,2.0,4.0,3.0,3,4,high
2122,No,Sales,3,Laboratory Technician,18780,13,1,0,4.0,3.0,3.0,3,3,low
2123,Yes,Research & Development,1,Manufacturing Director,109320,11,1,1,3.0,4.0,3.0,3,3,high
2124,No,Human Resources,2,Research Scientist,68110,11,8,2,3.0,4.0,2.0,3,3,medium
2125,Yes,Human Resources,2,Laboratory Technician,43060,11,24,1,1.0,2.0,3.0,3,3,low
2126,No,Research & Development,2,Manager,48590,24,33,15,4.0,2.0,3.0,4,4,low
2127,Yes,Research & Development,4,Research Scientist,53370,14,2,2,1.0,3.0,1.0,3,3,medium
2128,No,Research & Development,1,Manufacturing Director,23400,13,11,0,4.0,2.0,3.0,1,3,low
2129,No,Sales,3,Sales Representative,74910,14,3,0,3.0,1.0,3.0,2,3,medium
2130,No,Research & Development,2,Research Director,105270,14,29,11,4.0,2.0,2.0,3,3,high
2131,No,Research & Development,2,Research Scientist,165950,21,9,5,4.0,4.0,2.0,3,4,high
2132,No,Sales,3,Research Scientist,88340,13,11,5,3.0,2.0,4.0,3,3,medium
2133,No,Research & Development,1,Manager,55770,19,4,0,4.0,3.0,2.0,3,3,medium
2134,No,Research & Development,2,Research Scientist,47070,17,25,14,3.0,1.0,2.0,1,3,low
2135,No,Sales,2,Sales Executive,24000,18,10,1,3.0,2.0,4.0,3,3,low
2136,No,Research & Development,4,Healthcare Representative,98240,19,3,2,3.0,3.0,3.0,3,3,medium
2137,No,Research & Development,1,Manager,64470,13,1,0,2.0,2.0,3.0,3,3,medium
2138,No,Research & Development,1,Laboratory Technician,195020,18,21,15,4.0,4.0,4.0,4,3,high
2139,No,Research & Development,1,Healthcare Representative,27250,21,16,5,3.0,2.0,3.0,2,4,low
2140,Yes,Research & Development,2,Laboratory Technician,62720,19,10,0,1.0,4.0,3.0,3,3,medium
2141,No,Research & Development,2,Sales Representative,21270,14,2,2,4.0,4.0,3.0,3,3,low
2142,No,Sales,2,Research Scientist,182000,17,7,7,2.0,3.0,2.7614364135407135,3,3,high
2143,No,Research & Development,1,Research Scientist,20960,11,8,1,3.0,3.0,3.0,3,3,low
2144,Yes,Research & Development,1,Sales Representative,28860,13,7,7,2.0,3.0,3.0,3,3,low
2145,No,Sales,2,Sales Representative,20330,15,3,1,4.0,1.0,2.0,3,3,low
2146,No,Research & Development,1,Research Scientist,36220,25,2,2,4.0,2.0,2.0,3,4,low
2147,No,Research & Development,1,Sales Executive,42330,11,10,0,3.0,4.0,4.0,3,3,low
2148,No,Research & Development,3,Laboratory Technician,36810,17,0,0,2.7236031927023947,2.0,3.0,3,3,low
2149,No,Sales,1,Laboratory Technician,54600,13,19,15,3.0,2.0,3.0,3,3,medium
2150,No,Research & Development,2,Laboratory Technician,21870,18,2,2,1.0,3.0,3.0,1,3,low
2151,Yes,Research & Development,1,Sales Executive,96020,13,10,1,4.0,3.0,3.0,3,3,medium
2152,Yes,Research & Development,2,Laboratory Technician,28360,20,5,0,3.0,1.0,3.0,2,4,low
2153,No,Sales,4,Research Director,40890,18,9,6,1.0,4.0,3.0,4,3,low
2154,No,Sales,2,Sales Executive,166270,12,7,1,4.0,3.0,3.0,2,3,high
2155,No,Sales,1,Research Scientist,26190,12,7,5,4.0,1.0,4.0,2,3,low
2156,No,Research & Development,5,Sales Executive,56790,13,9,7,3.0,4.0,3.0,2,3,medium
2157,No,Research & Development,5,Laboratory Technician,154020,21,3,1,4.0,1.0,3.0,2,4,high
2158,Yes,Sales,1,Laboratory Technician,59850,13,5,1,4.0,2.0,3.0,2,3,medium
2159,Yes,Research & Development,3,Laboratory Technician,25790,19,8,7,2.0,2.0,2.0,3,3,low
2160,No,Research & Development,1,Sales Executive,30410,11,9,0,2.0,1.0,3.0,2,3,low
2161,No,Research & Development,2,Healthcare Representative,34470,14,8,1,1.0,3.0,3.0,3,3,low
2162,No,Research & Development,1,Sales Executive,195130,12,10,9,4.0,3.0,2.0,2,3,high
2163,No,Sales,1,Research Director,27730,11,19,11,3.0,2.0,3.0,3,3,low
2164,Yes,Research & Development,1,Sales Executive,71040,14,3,2,4.0,2.0,4.0,3,3,medium
2165,Yes,Sales,1,Laboratory Technician,63220,11,3,1,1.0,1.0,4.0,3,3,medium
2166,No,Research & Development,2,Laboratory Technician,20830,12,20,2,3.0,3.0,2.0,2,3,low
2167,No,Sales,2,Manufacturing Director,83810,15,19,9,4.0,3.0,3.0,3,3,medium
2168,No,Sales,3,Manufacturing Director,26910,16,7,7,4.0,2.0,3.0,3,3,low
2169,No,Research & Development,1,Laboratory Technician,42860,15,4,0,3.0,3.0,3.0,3,3,low
2170,No,Research & Development,2,Research Director,26590,24,9,1,4.0,4.0,2.0,3,4,low
2171,No,Sales,2,Sales Executive,94340,13,9,8,3.0,4.0,3.0,2,3,medium
2172,No,Sales,2,Healthcare Representative,55610,11,9,1,3.0,1.0,3.0,2,3,medium
2173,No,Sales,2,Manager,66460,13,9,1,3.0,3.0,3.0,2,3,medium
2174,No,Sales,4,Manufacturing Director,77250,13,33,0,3.0,2.0,3.0,3,3,medium
2175,No,Sales,1,Research Scientist,107250,18,7,1,2.0,1.0,3.0,2,3,high
2176,No,Sales,2,Research Scientist,88470,16,10,9,3.0,1.0,4.0,4,3,medium
2177,No,Research & Development,4,Research Scientist,20450,19,3,1,4.0,4.0,2.0,3,3,low
2178,Yes,Sales,2,Sales Executive,10090,13,10,5,3.0,1.0,2.0,4,3,low
2179,No,Research & Development,1,Research Scientist,33480,22,4,0,2.0,2.0,3.0,1,4,low
2180,No,Sales,1,Research Scientist,12810,11,15,6,1.0,1.0,2.0,3,3,low
2181,No,Research & Development,2,Research Scientist,28190,20,10,0,4.0,4.0,3.0,2,4,low
2182,No,Research & Development,2,Laboratory Technician,48510,18,1,0,3.0,2.728246013667426,3.0,3,3,low
2183,No,Research & Development,3,Manufacturing Director,40280,14,5,0,4.0,2.0,2.0,3,3,low
2184,No,Research & Development,2,Sales Executive,27200,22,0,0,4.0,4.0,4.0,3,4,low
2185,No,Research & Development,2,Research Director,81200,13,9,0,4.0,4.0,3.0,2,3,medium
2186,No,Research & Development,1,Research Director,46470,17,6,0,4.0,4.0,3.0,4,3,low
2187,Yes,Research & Development,1,Human Resources,46800,14,19,3,1.0,3.0,2.0,4,3,low
2188,No,Research & Development,2,Laboratory Technician,32210,15,19,15,4.0,2.0,3.0,3,3,low
2189,No,Sales,2,Research Scientist,86210,17,5,0,1.0,3.0,3.0,3,3,medium
2190,No,Research & Development,2,Sales Executive,45770,11,12,11,2.0,3.0,3.0,2,3,low
2191,No,Research & Development,1,Research Scientist,45530,18,8,7,2.0,3.0,3.0,4,3,low
2192,Yes,Research & Development,2,Manufacturing Director,53960,17,1,0,3.0,4.0,4.0,1,3,medium
2193,Yes,Research & Development,1,Manufacturing Director,67960,13,4,3,4.0,3.0,2.0,3,3,medium
2194,No,Research & Development,2,Sales Representative,76250,15,4,0,4.0,3.0,3.0,2,3,medium
2195,No,Research & Development,2,Laboratory Technician,74120,24,14,4,3.0,4.0,4.0,3,4,medium
2196,No,Research & Development,2,Healthcare Representative,111590,12,5,0,3.0,1.0,3.0,3,3,high
2197,Yes,Research & Development,2,Sales Executive,49600,15,10,6,4.0,3.0,2.0,2,3,low
2198,No,Research & Development,2,Healthcare Representative,104750,11,5,1,1.0,4.0,4.0,3,3,high
2199,No,Research & Development,2,Sales Executive,148140,11,4,3,2.0,2.0,3.0,2,3,high
2200,No,Research & Development,4,Sales Executive,191410,12,6,3,4.0,4.0,2.0,3,3,high
2201,No,Research & Development,1,Healthcare Representative,54050,15,6,1,3.0,3.0,3.0,4,3,medium
2202,No,Research & Development,1,Sales Executive,87930,17,5,1,2.0,4.0,4.0,3,3,medium
2203,No,Research & Development,5,Research Director,191890,12,3,1,3.0,2.0,2.0,3,3,high
2204,No,Research & Development,2,Sales Executive,38750,15,6,0,3.0,3.0,3.0,3,3,low
2205,No,Research & Development,1,Sales Executive,22160,13,3,1,1.0,3.0,2.0,2,3,low
2206,No,Research & Development,2,Sales Executive,117130,14,5,0,4.0,3.0,2.0,3,3,high
2207,No,Research & Development,1,Laboratory Technician,78610,14,20,1,1.0,3.0,1.0,3,3,medium
2208,No,Research & Development,1,Human Resources,37080,16,6,4,4.0,4.0,3.0,3,3,low
2209,Yes,Research & Development,1,Research Scientist,137700,18,8,7,4.0,3.0,3.0,4,3,high
2210,No,Research & Development,3,Laboratory Technician,53040,20,4,1,1.0,4.0,3.0,3,4,medium
2211,No,Sales,3,Research Scientist,26420,13,20,0,3.0,1.0,3.0,3,3,low
2212,No,Research & Development,1,Healthcare Representative,27590,18,5,0,3.0,1.0,1.0,3,3,low
2213,No,Research & Development,2,Manager,68040,13,3,0,1.0,3.0,3.0,3,3,medium
2214,No,Research & Development,2,Research Director,61420,15,2,2,3.0,4.0,3.0,3,3,medium
2215,No,Research & Development,2,Sales Executive,25000,14,3,0,1.0,4.0,2.0,1,3,low
2216,No,Research & Development,1,Research Scientist,63890,22,7,0,3.0,1.0,3.0,2,4,medium
2217,No,Sales,1,Laboratory Technician,111030,12,10,0,2.0,1.0,2.0,2,3,high
2218,Yes,Sales,2,Healthcare Representative,23420,18,4,1,1.0,1.0,3.0,3,3,low
2219,Yes,Sales,2,Laboratory Technician,68110,15,8,7,3.0,4.0,3.0,3,3,medium
2220,No,Sales,2,Manager,22970,18,20,12,4.0,4.0,2.0,2,3,low
2221,No,Sales,2,Laboratory Technician,24500,12,9,1,4.0,1.0,3.0,3,3,low
2222,No,Research & Development,3,Research Scientist,50930,16,7,0,2.0,4.0,4.0,3,3,medium
2223,No,Research & Development,2,Sales Executive,53090,13,5,0,1.0,2.0,3.0,3,3,medium
2224,Yes,Sales,2,Manager,30570,19,1,0,2.0,3.0,3.0,3,3,low
2225,No,Sales,3,Sales Executive,51210,13,3,0,4.0,1.0,3.0,3,3,medium
2226,No,Research & Development,1,Laboratory Technician,168560,12,3,1,1.0,2.0,2.7614364135407135,3,3,high
2227,No,Sales,5,Manager,26860,11,4,1,4.0,1.0,3.0,4,3,low
2228,Yes,Sales,1,Research Scientist,61800,14,1,0,1.0,2.0,4.0,1,3,medium
2229,No,Human Resources,4,Sales Executive,66320,16,5,1,2.0,1.0,4.0,3,3,medium
2230,No,Sales,2,Research Scientist,35050,12,10,1,1.0,4.0,2.0,2,3,low
2231,No,Research & Development,3,Research Director,63970,14,3,0,3.0,1.0,2.0,3,3,medium
2232,No,Research & Development,2,Sales Executive,62740,14,6,1,1.0,4.0,2.0,3,3,medium
2233,Yes,Sales,2,Research Scientist,198590,19,3,2,1.0,1.0,3.0,2,3,high
2234,No,Sales,1,Healthcare Representative,75870,22,6,1,3.0,3.0,1.0,3,4,medium
2235,No,Research & Development,2,Sales Representative,42580,16,3,1,1.0,1.0,4.0,3,3,low
2236,No,Research & Development,2,Laboratory Technician,43640,11,20,5,1.0,3.0,4.0,3,3,low
2237,No,Research & Development,1,Manufacturing Director,43350,15,5,0,4.0,3.0,3.0,3,3,low
2238,No,Sales,1,Research Scientist,53260,14,4,0,4.0,4.0,2.0,3,3,medium
2239,No,Research & Development,1,Sales Executive,32800,13,5,0,4.0,2.0,2.0,3,3,low
2240,No,Research & Development,3,Sales Executive,54850,17,4,0,2.0,3.0,2.0,3,3,medium
2241,No,Sales,1,Sales Executive,43420,11,8,0,3.0,3.0,4.0,2,3,low
2242,No,Research & Development,2,Human Resources,27820,19,13,9,1.0,4.0,3.0,3,3,low
2243,Yes,Research & Development,1,Manufacturing Director,59800,11,7,4,1.0,4.0,4.0,3,3,medium
2244,Yes,Research & Development,2,Manufacturing Director,43810,15,1,0,1.0,1.0,4.0,2,3,low
2245,Yes,Sales,2,Sales Executive,25720,13,10,4,3.0,2.0,3.0,3,3,low
2246,No,Sales,1,Sales Executive,38330,14,7,0,2.0,1.0,3.0,3,3,low
2247,No,Research & Development,3,Human Resources,42440,13,3,0,4.0,2.0,3.0,3,3,low
2248,Yes,Research & Development,1,Laboratory Technician,65000,23,2,2,2.0,4.0,1.0,3,4,medium
2249,No,Research & Development,1,Research Scientist,184300,12,3,1,2.0,4.0,4.0,3,3,high
2250,No,Research & Development,2,Research Scientist,16010,12,2,2,3.0,1.0,3.0,3,3,low
2251,Yes,Research & Development,2,Research Scientist,26940,16,2,2,1.0,3.0,3.0,3,3,low
2252,No,Research & Development,1,Sales Executive,31490,15,9,4,4.0,2.0,3.0,2,3,low
2253,No,Research & Development,1,Research Scientist,176390,13,5,1,4.0,1.0,3.0,3,3,high
2254,No,Research & Development,1,Laboratory Technician,23190,18,5,0,3.0,3.0,3.0,2,3,low
2255,No,Research & Development,2,Manager,116910,20,9,8,4.0,2.0,2.0,3,4,high
2256,No,Research & Development,3,Laboratory Technician,53240,19,3,1,1.0,3.0,2.0,1,3,medium
2257,No,Research & Development,3,Laboratory Technician,167520,18,3,1,3.0,3.0,4.0,3,3,high
2258,No,Research & Development,3,Research Scientist,52280,13,5,1,4.0,2.0,2.0,4,3,medium
2259,No,Human Resources,2,Sales Executive,27000,14,4,0,4.0,1.0,3.0,3,3,low
2260,No,Research & Development,1,Sales Representative,192460,15,13,3,4.0,1.0,3.0,3,3,high
2261,No,Sales,1,Laboratory Technician,25060,22,2,2,4.0,3.0,2.0,3,4,low
2262,No,Research & Development,1,Sales Executive,60620,22,12,5,1.0,4.0,3.0,3,4,medium
2263,No,Research & Development,5,Manufacturing Director,43820,16,1,0,1.0,3.0,2.0,3,3,low
2264,No,Research & Development,1,Manufacturing Director,21430,17,1,0,3.0,3.0,2.0,3,3,low
2265,No,Sales,3,Research Scientist,61620,14,12,2,2.0,3.0,2.0,2,3,medium
2266,No,Research & Development,2,Sales Executive,50940,15,8,0,3.0,2.0,3.0,3,3,medium
2267,No,Research & Development,2,Sales Representative,68770,20,14,6,2.0,1.0,2.0,3,4,medium
2268,Yes,Research & Development,1,Research Scientist,22740,20,3,1,1.0,3.0,4.0,3,4,low
2269,Yes,Research & Development,5,Research Scientist,44340,17,5,0,1.0,2.0,1.0,3,3,low
2270,Yes,Research & Development,1,Research Scientist,62880,15,15,10,1.0,2.0,4.0,3,3,medium
2271,No,Sales,4,Healthcare Representative,25530,14,1,0,4.0,3.0,3.0,2,3,low
2272,Yes,Sales,2,Research Scientist,76540,17,0,0,2.0,1.0,2.0,2,3,medium
2273,No,Research & Development,2,Manager,51600,17,1,0,4.0,2.0,3.0,1,3,medium
2274,No,Research & Development,2,Research Scientist,171590,22,2,2,2.0,3.0,2.0,2,4,high
2275,No,Sales,1,Sales Executive,128080,13,10,0,3.0,3.0,3.0,3,3,high
2276,No,Research & Development,3,Sales Executive,102210,19,5,1,3.0,3.0,4.0,3,3,high
2277,No,Sales,2,Research Scientist,47790,14,3,1,4.0,3.0,3.0,3,3,low
2278,No,Research & Development,2,Research Scientist,37370,22,5,0,1.0,2.0,3.0,3,4,low
2279,No,Research & Development,2,Sales Representative,23660,17,5,1,3.0,3.0,2.0,2,3,low
